gene_id,disease_name,disease_id,score,evidence_level
23411,Adult-Onset Diabetes Mellitus,C0011860,0.85,NA
3569,Acute myeloid leukemia,C0023467,0.85,NA
2146,Brill Symmers Disease,C0024301,0.85,NA
3569,Acute Coronary Syndrome,C0948089,0.85,NA
7124,Acute Coronary Syndrome,C0948089,0.85,NA
4846,Ischemic stroke,C0948008,0.85,NA
3458,HIV infection,C0019693,0.85,NA
2147,Hemophilia A,C0019069,0.85,NA
4057,Ulcerative colitis,C0009324,0.85,NA
2214,HIV infection,C0019693,0.85,NA
2146,"Lymphoma, Non Hodgkin's",C0024305,0.85,NA
5445,Adult-Onset Diabetes Mellitus,C0011860,0.85,NA
1234,Rheumatoid arthritis,C0003873,0.85,NA
3559,Rheumatoid arthritis,C0003873,0.85,NA
940,HIV infection,C0019693,0.85,NA
3586,Thrombocytopenia,C0040034,0.85,NA
3605,Ankylosing spondylitis,C0038013,0.85,NA
1440,"Lymphoma, Non Hodgkin's",C0024305,0.85,NA
3558,HIV infection,C0019693,0.85,NA
55600,Adult-Onset Diabetes Mellitus,C0011860,0.85,NA
5444,Diabetes Mellitus,C0011849,0.85,NA
1956,Adult-Onset Diabetes Mellitus,C0011860,0.85,NA
7422,Acute myeloid leukemia,C0023467,0.85,NA
7421,Asthma,C0004096,0.85,NA
3565,Multiple Sclerosis,C0026769,0.85,NA
3205,Acute myeloid leukemia,C0023467,0.85,NA
4353,Rheumatoid arthritis,C0003873,0.85,NA
3492,Brill Symmers Disease,C0024301,0.85,NA
7139,Acute Coronary Syndrome,C0948089,0.85,NA
999,Ulcerative colitis,C0009324,0.85,NA
406913,Adult-Onset Diabetes Mellitus,C0011860,0.85,NA
4982,Rheumatoid arthritis,C0003873,0.85,NA
7124,Hypoglycemia,C0020615,0.85,NA
3240,Adult-Onset Diabetes Mellitus,C0011860,0.85,NA
51561,Rheumatoid arthritis,C0003873,0.85,NA
6348,HIV infection,C0019693,0.85,NA
8639,Diabetes Mellitus,C0011849,0.85,NA
5395,Malignant neoplasm of colon,C0007102,0.8,NA
7297,Rheumatoid arthritis,C0003873,0.8,NA
3572,Rheumatoid arthritis,C0003873,0.8,NA
4153,Asthma,C0004096,0.8,NA
942,Asthma,C0004096,0.8,NA
729230,Asthma,C0004096,0.8,NA
2944,Diabetes Mellitus,C0011849,0.8,NA
7097,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
345,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
2078,ALL,C0023449,0.8,NA
64324,Acute myeloid leukemia,C0023467,0.8,NA
867,Acute myeloid leukemia,C0023467,0.8,NA
100133941,Multiple Sclerosis,C0026769,0.8,NA
4582,Dry eye syndrome,C0013238,0.8,NA
2099,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
4629,Acute myeloid leukemia,C0023467,0.8,NA
328,CARCINOMA OF CERVIX,C0302592,0.8,NA
3767,Hypoglycemia,C0020615,0.8,NA
7454,Thrombocytopenia,C0040034,0.8,NA
2645,Hypoglycemia,C0020615,0.8,NA
1432,Malignant neoplasm of colon,C0007102,0.8,NA
7352,Diabetes Mellitus,C0011849,0.8,NA
6647,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
7421,Rheumatoid arthritis,C0003873,0.8,NA
3383,Asthma,C0004096,0.8,NA
2952,Asthma,C0004096,0.8,NA
3382,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
1813,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
1789,Acute myeloid leukemia,C0023467,0.8,NA
4535,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
52,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
217,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
2950,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
2952,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
6387,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
196,Rheumatoid arthritis,C0003873,0.8,NA
7515,ALL,C0023449,0.8,NA
3106,Ankylosing spondylitis,C0038013,0.8,NA
4261,Multiple Sclerosis,C0026769,0.8,NA
1543,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.8,NA
4854,Ischemic stroke,C0948008,0.8,NA
2100,Endometrioses,C0014175,0.8,NA
2260,Acute myeloid leukemia,C0023467,0.8,NA
5879,Diabetes Mellitus,C0011849,0.8,NA
1436,Diabetes Mellitus,C0011849,0.8,NA
5295,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
2206,Asthma,C0004096,0.8,NA
865,Acute myeloid leukemia,C0023467,0.8,NA
2746,Hypoglycemia,C0020615,0.8,NA
3570,Asthma,C0004096,0.8,NA
2150,Asthma,C0004096,0.8,NA
355,Rheumatoid arthritis,C0003873,0.8,NA
1268,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
7097,Asthma,C0004096,0.8,NA
4153,Cystic Fibrosis,C0010674,0.8,NA
595,Acute myeloid leukemia,C0023467,0.8,NA
94103,Asthma,C0004096,0.8,NA
6774,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
598,ALL,C0023449,0.8,NA
942,Multiple Sclerosis,C0026769,0.8,NA
2195,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.8,NA
11240,Rheumatoid arthritis,C0003873,0.8,NA
6915,Asthma,C0004096,0.8,NA
2944,Rheumatoid arthritis,C0003873,0.8,NA
23451,Acute myeloid leukemia,C0023467,0.8,NA
3557,Ulcerative colitis,C0009324,0.8,NA
2811,Angiohemophilias,C0042974,0.8,NA
6236,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
952,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
6648,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
6890,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
7297,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
7466,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
4760,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
3304,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
4000,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
4853,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
3115,Rheumatoid arthritis,C0003873,0.8,NA
3798,Rheumatoid arthritis,C0003873,0.8,NA
5449,"Dwarfism, Pituitary",C0013338,0.8,NA
1234,Asthma,C0004096,0.8,NA
7681,Precocious puberty,C0034013,0.8,NA
63892,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
1030,Acute myeloid leukemia,C0023467,0.8,NA
120227,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
6833,Diabetes Mellitus,C0011849,0.8,NA
1374,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
2538,Hypoglycemia,C0020615,0.8,NA
51428,Acute myeloid leukemia,C0023467,0.8,NA
4763,Acute myeloid leukemia,C0023467,0.8,NA
1387,Acute myeloid leukemia,C0023467,0.8,NA
8462,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
50674,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
5105,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
23385,Hidradenitis Suppurativa,C0162836,0.8,NA
144811,"Chronic Arthritis, Juvenile",C3495559,0.8,NA
2778,Acromegaly,C0001206,0.8,NA
3586,Malignant neoplasm of colon,C0007102,0.8,NA
51744,Rheumatoid arthritis,C0003873,0.8,NA
7128,Rheumatoid arthritis,C0003873,0.8,NA
7185,Rheumatoid arthritis,C0003873,0.8,NA
3119,Rheumatoid arthritis,C0003873,0.8,NA
3899,Rheumatoid arthritis,C0003873,0.8,NA
3600,Asthma,C0004096,0.8,NA
4638,Asthma,C0004096,0.8,NA
5799,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
6891,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
3172,Hypoglycemia,C0020615,0.8,NA
2625,ALL,C0023449,0.8,NA
355,Acute myeloid leukemia,C0023467,0.8,NA
3115,"Hepatitis B, Chronic",C0524909,0.8,NA
2944,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.8,NA
5243,Ulcerative colitis,C0009324,0.8,NA
7498,Hyperuricemia,C0740394,0.8,NA
836,Malignant neoplasm of colon,C0007102,0.8,NA
4502,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
150,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
116519,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
3117,Rheumatoid arthritis,C0003873,0.8,NA
3099,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
5265,Cystic Fibrosis,C0010674,0.8,NA
2303,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
6649,Diabetes Mellitus,C0011849,0.8,NA
57105,Asthma,C0004096,0.8,NA
2864,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
9049,Acromegaly,C0001206,0.8,NA
5729,Asthma,C0004096,0.8,NA
4552,ALL,C0023449,0.8,NA
84159,ALL,C0023449,0.8,NA
2696,Diabetes Mellitus,C0011849,0.8,NA
672,Malignant neoplasm of colon,C0007102,0.8,NA
6891,Rheumatoid arthritis,C0003873,0.8,NA
5176,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
648,Acute myeloid leukemia,C0023467,0.8,NA
4803,Asthma,C0004096,0.8,NA
6775,Rheumatoid arthritis,C0003873,0.8,NA
10911,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
169792,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
52,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
6774,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
3077,Diabetes Mellitus,C0011849,0.8,NA
221895,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
2739,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
7325,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
5771,Rheumatoid arthritis,C0003873,0.8,NA
2833,Asthma,C0004096,0.8,NA
4842,Asthma,C0004096,0.8,NA
54106,Asthma,C0004096,0.8,NA
958,Asthma,C0004096,0.8,NA
2261,CARCINOMA OF CERVIX,C0302592,0.8,NA
355,"Lymphoma, Non Hodgkin's",C0024305,0.8,NA
7994,Acute myeloid leukemia,C0023467,0.8,NA
3115,Multiple Sclerosis,C0026769,0.8,NA
6347,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.8,NA
2146,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.8,NA
22852,Thrombocytopenia,C0040034,0.8,NA
2629,Thrombocytopenia,C0040034,0.8,NA
1719,ALL,C0023449,0.8,NA
1493,Asthma,C0004096,0.8,NA
4982,PAGET'S BONE DISEASE,C0029401,0.8,NA
3716,Acute myeloid leukemia,C0023467,0.8,NA
4846,Asthma,C0004096,0.8,NA
7351,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
7157,ALL,C0023449,0.8,NA
7099,Diabetes Mellitus,C0011849,0.8,NA
79602,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
23451,Chronic lymphocytic leukemia,C0023434,0.8,NA
729230,HIV infection,C0019693,0.8,NA
5743,Diabetes Mellitus,C0011849,0.8,NA
4049,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
5743,Endometrioses,C0014175,0.8,NA
5243,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
3606,Asthma,C0004096,0.8,NA
3690,Thrombocytopenia,C0040034,0.8,NA
155,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
6638,Prader Willi Syndrome,C0032897,0.8,NA
5467,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
3670,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
231,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
2153,Pulmonary Embolism,C0034065,0.8,NA
923,Multiple Sclerosis,C0026769,0.8,NA
861,Rheumatoid arthritis,C0003873,0.8,NA
4282,Rheumatoid arthritis,C0003873,0.8,NA
5228,Asthma,C0004096,0.8,NA
718,Asthma,C0004096,0.8,NA
1437,"Lymphoma, Non Hodgkin's",C0024305,0.8,NA
3557,Multiple Sclerosis,C0026769,0.8,NA
8743,Acute myeloid leukemia,C0023467,0.8,NA
6364,Ulcerative colitis,C0009324,0.8,NA
1555,HIV infection,C0019693,0.8,NA
1559,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
5743,Cystic Fibrosis,C0010674,0.8,NA
5443,Multiple Sclerosis,C0026769,0.8,NA
1576,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
5265,HIV infection,C0019693,0.8,NA
213,HIV infection,C0019693,0.8,NA
4049,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
177,Cystic Fibrosis,C0010674,0.8,NA
1978,Acute myeloid leukemia,C0023467,0.8,NA
5788,Rheumatoid arthritis,C0003873,0.8,NA
3106,HIV infection,C0019693,0.8,NA
960,Acute myeloid leukemia,C0023467,0.8,NA
7124,"Bone Losses, Perimenopausal",C0029458,0.8,NA
5066,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
1636,Gaucher Disease,C0017205,0.8,NA
7941,Asthma,C0004096,0.8,NA
3606,Respiratory Syncytial Virus Infections,C0035235,0.8,NA
7099,Acute Coronary Syndrome,C0948089,0.8,NA
928,Acute myeloid leukemia,C0023467,0.8,NA
23436,"Insufficiencies, Pancreatic",C0267963,0.8,NA
6366,Rheumatoid arthritis,C0003873,0.8,NA
3600,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.8,NA
3551,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
7098,Asthma,C0004096,0.8,NA
6357,Multiple Sclerosis,C0026769,0.8,NA
1559,Diabetes Mellitus,C0011849,0.8,NA
5551,Multiple Sclerosis,C0026769,0.8,NA
2878,Adult-Onset Diabetes Mellitus,C0011860,0.8,NA
2729,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
3077,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
7850,Ulcerative colitis,C0009324,0.75,NA
117289,Rheumatoid arthritis,C0003873,0.75,NA
1490,Rheumatoid arthritis,C0003873,0.75,NA
156,Rheumatoid arthritis,C0003873,0.75,NA
2023,Rheumatoid arthritis,C0003873,0.75,NA
7157,Cutaneous T Cell Lymphoma,C0079773,0.75,NA
1215,Asthma,C0004096,0.75,NA
1394,Asthma,C0004096,0.75,NA
222256,Asthma,C0004096,0.75,NA
52,Diabetes Mellitus,C0011849,0.75,NA
8462,Diabetes Mellitus,C0011849,0.75,NA
2212,Ulcerative colitis,C0009324,0.75,NA
10,Acute myeloid leukemia,C0023467,0.75,NA
6929,ALL,C0023449,0.75,NA
3845,ALL,C0023449,0.75,NA
4928,Acute myeloid leukemia,C0023467,0.75,NA
3552,Acute myeloid leukemia,C0023467,0.75,NA
604,Brill Symmers Disease,C0024301,0.75,NA
5551,"Lymphoma, Non Hodgkin's",C0024305,0.75,NA
3593,Ankylosing spondylitis,C0038013,0.75,NA
5698,Ankylosing spondylitis,C0038013,0.75,NA
23095,Multiple Sclerosis,C0026769,0.75,NA
2932,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.75,NA
3586,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.75,NA
7015,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.75,NA
3593,Ulcerative colitis,C0009324,0.75,NA
8836,Rheumatoid arthritis,C0003873,0.75,NA
51176,Chronic lymphocytic leukemia,C0023434,0.75,NA
1437,Thrombocytopenia,C0040034,0.75,NA
595,Chronic lymphocytic leukemia,C0023434,0.75,NA
5444,Rheumatoid arthritis,C0003873,0.75,NA
355,Cutaneous T Cell Lymphoma,C0079773,0.75,NA
6794,CARCINOMA OF CERVIX,C0302592,0.75,NA
6775,Multiple Sclerosis,C0026769,0.75,NA
4318,Ulcerative colitis,C0009324,0.75,NA
7298,ALL,C0023449,0.75,NA
7132,Rheumatoid arthritis,C0003873,0.75,NA
5294,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
1544,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
356,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
84295,Acute myeloid leukemia,C0023467,0.75,NA
3553,"Bone Losses, Perimenopausal",C0029458,0.75,NA
8856,Diabetes Mellitus,C0011849,0.75,NA
10125,Acute myeloid leukemia,C0023467,0.75,NA
6997,Malignant neoplasm of colon,C0007102,0.75,NA
9559,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
2690,"Dwarfism, Pituitary",C0013338,0.75,NA
59067,Asthma,C0004096,0.75,NA
4282,Asthma,C0004096,0.75,NA
2152,Angiohemophilias,C0042974,0.75,NA
181,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
2888,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
5078,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.75,NA
2081,Glioblastoma multiforme,C1621958,0.75,NA
640,Rheumatoid arthritis,C0003873,0.75,NA
64109,ALL,C0023449,0.75,NA
7681,Prader Willi Syndrome,C0032897,0.75,NA
673,Chronic lymphocytic leukemia,C0023434,0.75,NA
355,MS RELAPSING REMITTING,C0751967,0.75,NA
7850,Ankylosing spondylitis,C0038013,0.75,NA
960,Multiple Sclerosis,C0026769,0.75,NA
177,Multiple Sclerosis,C0026769,0.75,NA
3292,Endometrioses,C0014175,0.75,NA
4595,Malignant neoplasm of colon,C0007102,0.75,NA
2952,CARCINOMA OF CERVIX,C0302592,0.75,NA
30835,HIV infection,C0019693,0.75,NA
4524,Pulmonary Embolism,C0034065,0.75,NA
4313,Rheumatoid arthritis,C0003873,0.75,NA
999,Malignant neoplasm of colon,C0007102,0.75,NA
3553,Hypoglycemia,C0020615,0.75,NA
1493,Acute myeloid leukemia,C0023467,0.75,NA
26291,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.75,NA
472,Malignant neoplasm of colon,C0007102,0.75,NA
3491,Rheumatoid arthritis,C0003873,0.75,NA
718,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
10,Asthma,C0004096,0.75,NA
6648,Asthma,C0004096,0.75,NA
5144,Asthma,C0004096,0.75,NA
7097,Rheumatoid arthritis,C0003873,0.75,NA
6556,Ulcerative colitis,C0009324,0.75,NA
3172,Ulcerative colitis,C0009324,0.75,NA
2784,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
2820,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
136259,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
356,Rheumatoid arthritis,C0003873,0.75,NA
3560,Rheumatoid arthritis,C0003873,0.75,NA
11254,Cystic Fibrosis,C0010674,0.75,NA
154,Cystic Fibrosis,C0010674,0.75,NA
64127,Asthma,C0004096,0.75,NA
374,Asthma,C0004096,0.75,NA
54880,Acute myeloid leukemia,C0023467,0.75,NA
8821,Acute myeloid leukemia,C0023467,0.75,NA
7307,Acute myeloid leukemia,C0023467,0.75,NA
2944,ALL,C0023449,0.75,NA
2952,ALL,C0023449,0.75,NA
8085,Brill Symmers Disease,C0024301,0.75,NA
3394,Multiple Sclerosis,C0026769,0.75,NA
6714,Malignant neoplasm of colon,C0007102,0.75,NA
5243,Rheumatoid arthritis,C0003873,0.75,NA
1536,Diabetes Mellitus,C0011849,0.75,NA
7297,Multiple Sclerosis,C0026769,0.75,NA
3383,Ulcerative colitis,C0009324,0.75,NA
5747,Glioblastoma multiforme,C1621958,0.75,NA
1244,ALL,C0023449,0.75,NA
5027,Multiple Sclerosis,C0026769,0.75,NA
2950,ALL,C0023449,0.75,NA
1636,Asthma,C0004096,0.75,NA
5734,Endometrioses,C0014175,0.75,NA
5728,Asthma,C0004096,0.75,NA
7514,Chronic lymphocytic leukemia,C0023434,0.75,NA
1026,malignant squamous cell neoplasm of oral cavity (diagnosis),C0585362,0.75,NA
8651,Acute myeloid leukemia,C0023467,0.75,NA
1056,Diabetes Mellitus,C0011849,0.75,NA
4524,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
1027,Acute myeloid leukemia,C0023467,0.75,NA
7133,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
7376,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
5126,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
283455,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
929,Cystic Fibrosis,C0010674,0.75,NA
721,Rheumatoid arthritis,C0003873,0.75,NA
4583,Asthma,C0004096,0.75,NA
57628,Asthma,C0004096,0.75,NA
3115,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.75,NA
5551,HIV infection,C0019693,0.75,NA
5027,Chronic lymphocytic leukemia,C0023434,0.75,NA
58508,Acute myeloid leukemia,C0023467,0.75,NA
2952,Acute myeloid leukemia,C0023467,0.75,NA
1543,ALL,C0023449,0.75,NA
1387,Brill Symmers Disease,C0024301,0.75,NA
6337,Cystic Fibrosis,C0010674,0.75,NA
6279,Acute myeloid leukemia,C0023467,0.75,NA
3766,Multiple Sclerosis,C0026769,0.75,NA
11040,Acute myeloid leukemia,C0023467,0.75,NA
241,Asthma,C0004096,0.75,NA
1594,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.75,NA
5156,Glioblastoma multiforme,C1621958,0.75,NA
1436,Acute myeloid leukemia,C0023467,0.75,NA
5925,ALL,C0023449,0.75,NA
4330,Acute myeloid leukemia,C0023467,0.75,NA
3562,Rheumatoid arthritis,C0003873,0.75,NA
4153,HIV infection,C0019693,0.75,NA
10,Diabetes Mellitus,C0011849,0.75,NA
26040,Acute myeloid leukemia,C0023467,0.75,NA
2952,Diabetes Mellitus,C0011849,0.75,NA
6647,Asthma,C0004096,0.75,NA
3654,Rheumatoid arthritis,C0003873,0.75,NA
4524,Thrombocytopenia,C0040034,0.75,NA
55315,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.75,NA
6352,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.75,NA
387082,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.75,NA
56999,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
406967,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
407018,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
494324,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
6356,Endometrioses,C0014175,0.75,NA
176,Rheumatoid arthritis,C0003873,0.75,NA
7852,Rheumatoid arthritis,C0003873,0.75,NA
914,Rheumatoid arthritis,C0003873,0.75,NA
10333,Asthma,C0004096,0.75,NA
2214,Asthma,C0004096,0.75,NA
3117,Asthma,C0004096,0.75,NA
4049,Asthma,C0004096,0.75,NA
335,HIV infection,C0019693,0.75,NA
159296,Ulcerative colitis,C0009324,0.75,NA
3458,ALL,C0023449,0.75,NA
4893,ALL,C0023449,0.75,NA
1053,ALL,C0023449,0.75,NA
8021,ALL,C0023449,0.75,NA
118429,Ankylosing spondylitis,C0038013,0.75,NA
6890,Ankylosing spondylitis,C0038013,0.75,NA
1493,"Lymphoma, Non Hodgkin's",C0024305,0.75,NA
2778,Precocious puberty,C0034013,0.75,NA
6364,Multiple Sclerosis,C0026769,0.75,NA
348,Multiple Sclerosis,C0026769,0.75,NA
6340,Cystic Fibrosis,C0010674,0.75,NA
7040,"Cavernitides, Fibrous",C0030848,0.75,NA
5578,Glioblastoma multiforme,C1621958,0.75,NA
3458,Respiratory Syncytial Virus Infections,C0035235,0.75,NA
115019,Cystic Fibrosis,C0010674,0.75,NA
3593,Arthritic Psoriasis,C0003872,0.75,NA
2155,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
25939,Acute myeloid leukemia,C0023467,0.75,NA
3479,Precocious puberty,C0034013,0.75,NA
811,Malignant neoplasm of colon,C0007102,0.75,NA
5069,Acute Coronary Syndrome,C0948089,0.75,NA
142,Asthma,C0004096,0.75,NA
7040,"Bone Losses, Perimenopausal",C0029458,0.75,NA
1636,Ischemic stroke,C0948008,0.75,NA
6581,Adult-Onset Diabetes Mellitus,C0011860,0.75,NA
2516,Endometrioses,C0014175,0.75,NA
5327,Thrombocytopenia,C0040034,0.7,NA
5366,Chronic lymphocytic leukemia,C0023434,0.7,NA
5142,Asthma,C0004096,0.7,NA
2289,Rheumatoid arthritis,C0003873,0.7,NA
4233,Acute myeloid leukemia,C0023467,0.7,NA
5727,Acute myeloid leukemia,C0023467,0.7,NA
3586,Hemophilia A,C0019069,0.7,NA
3240,HIV infection,C0019693,0.7,NA
462,Acute Coronary Syndrome,C0948089,0.7,NA
4615,Brill Symmers Disease,C0024301,0.7,NA
2147,Rheumatoid arthritis,C0003873,0.7,NA
916,Rheumatoid arthritis,C0003873,0.7,NA
1277,"Bone Losses, Perimenopausal",C0029458,0.7,NA
3240,Chronic viral hepatitis C,C0524910,0.7,NA
308,Acute myeloid leukemia,C0023467,0.7,NA
2289,Asthma,C0004096,0.7,NA
632,Asthma,C0004096,0.7,NA
3600,Endometrioses,C0014175,0.7,NA
2638,HIV infection,C0019693,0.7,NA
3240,"Hepatitis B, Chronic",C0524909,0.7,NA
1356,Rheumatoid arthritis,C0003873,0.7,NA
7124,Gaucher Disease,C0017205,0.7,NA
2147,"Deficiencies, Factor IX",C0008533,0.7,NA
3559,HIV infection,C0019693,0.7,NA
1670,Ulcerative colitis,C0009324,0.7,NA
974,Brill Symmers Disease,C0024301,0.7,NA
3240,Ulcerative colitis,C0009324,0.7,NA
9308,Rheumatoid arthritis,C0003873,0.7,NA
1270,Multiple Sclerosis,C0026769,0.7,NA
836,Ulcerative colitis,C0009324,0.7,NA
407007,Adult-Onset Diabetes Mellitus,C0011860,0.7,NA
488,Adult-Onset Diabetes Mellitus,C0011860,0.7,NA
3170,Adult-Onset Diabetes Mellitus,C0011860,0.7,NA
55851,Hidradenitis Suppurativa,C0162836,0.7,NA
23274,Rheumatoid arthritis,C0003873,0.7,NA
5588,Rheumatoid arthritis,C0003873,0.7,NA
7100,Cystic Fibrosis,C0010674,0.7,NA
28,Asthma,C0004096,0.7,NA
4210,Asthma,C0004096,0.7,NA
64805,Asthma,C0004096,0.7,NA
222546,Diabetes Mellitus,C0011849,0.7,NA
969,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.7,NA
199,"Diabetes Mellitus, Insulin-Dependent",C0011854,0.7,NA
3811,HIV infection,C0019693,0.7,NA
1728,ALL,C0023449,0.7,NA
2176,Acute myeloid leukemia,C0023467,0.7,NA
28444,Chronic lymphocytic leukemia,C0023434,0.7,NA
7298,Acute myeloid leukemia,C0023467,0.7,NA
2052,"Lymphoma, Non Hodgkin's",C0024305,0.7,NA
10198,Multiple Sclerosis,C0026769,0.7,NA
841,Adult-Onset Diabetes Mellitus,C0011860,0.7,NA
6927,Hypoglycemia,C0020615,0.7,NA
6556,Multiple Sclerosis,C0026769,0.7,NA
100,Asthma,C0004096,0.7,NA
6550,Cystic Fibrosis,C0010674,0.7,NA
22978,ALL,C0023449,0.7,NA
836,Adult-Onset Diabetes Mellitus,C0011860,0.7,NA
1543,Diabetes Mellitus,C0011849,0.7,NA
4508,Diabetes Mellitus,C0011849,0.7,NA
3123,Ulcerative colitis,C0009324,0.7,NA
672,"Malignant neoplasm of peritoneum, unspecified",C0153467,0.7,NA
7391,Adult-Onset Diabetes Mellitus,C0011860,0.7,NA
8527,Adult-Onset Diabetes Mellitus,C0011860,0.7,NA
8877,Adult-Onset Diabetes Mellitus,C0011860,0.7,NA
894,Adult-Onset Diabetes Mellitus,C0011860,0.7,NA
1786,Asthma,C0004096,0.7,NA
5328,Asthma,C0004096,0.7,NA
719,Asthma,C0004096,0.7,NA
